EmployeeID,FullName,Gender,Citizenship,LanguagesSpoken,Department,AnnualSalary,SocialSecurityNumber,Age,YearsOfExperience
3950,David Booth,Female,USA,None,Product,45133.46,238-02-2983,55,35
3951,Jose Sandoval,Female,USA,None,Human Resource,52592.76,798-05-1832,64,43
3952,Taylor Beck,Female,Mexico,Mandarin,I/T,141264.83,504-68-1256,44,24
3953,Felicia Patterson,Male,USA,"Hindi, Mandarin",Human Resource,83395.25,798-94-9087,39,17
3954,Joshua Anthony,Female,USA,Hindi,Product,78960.63,358-73-2615,60,42
3955,Joseph Flores,Female,USA,Spanish,Operations,78504.9,453-21-0201,44,22
3956,Alison Peterson,Male,USA,None,Operations,43467.21,263-08-6249,32,14
3957,Lisa Jensen,Female,Canada,"Spanish, Mandarin",Legal,40409.77,785-57-4439,33,14
3958,Diane Diaz,Male,USA,"Spanish, Hindi",Product,86936.42,168-48-8051,42,22
3959,Barbara Jefferson,Female,Taiwan,None,Operations,141998.39,177-56-7923,35,16
3960,Eric Alexander,Female,China,None,Product,52072.45,524-21-2948,28,6
3961,Tina Zamora,Male,USA,"French, French",Legal,67789.0,635-70-1662,31,10
3962,Gregory Price,Male,USA,Hindi,Sales,40438.48,874-86-1184,31,9
3963,Tyrone Campbell,Female,India,None,Administrative,43079.45,403-78-0755,47,27
3964,Shane Martin,Male,Mexico,"Hindi, Mandarin",Administrative,85027.42,795-75-9101,55,36
3965,Eric Rowe,Male,China,None,Operations,105758.53,309-07-8390,33,11
3966,Jamie Vaughn,Male,USA,"Spanish, Mandarin",Administrative,144669.42,504-39-7499,46,26
3967,Mary Serrano,Female,USA,None,Human Resource,159385.1,775-12-6935,38,19
3968,Sean Valdez,Female,USA,Spanish,Marketing,101735.27,687-67-9029,54,35
3969,Danielle Pugh,Female,USA,"French, Spanish",Marketing,56456.53,798-65-9638,56,35
3970,Vanessa Simpson,Male,China,"Hindi, Mandarin",Marketing,84290.69,490-38-0751,25,6
3971,Benjamin Andrews Jr.,Female,Canada,Mandarin,Operations,51277.93,039-67-7637,44,23
3972,Rebecca Reid,Female,USA,Mandarin,Marketing,54613.57,233-06-6225,63,43
3973,Melissa Rogers,Female,India,None,Marketing,123750.35,353-20-0798,31,13
3974,Linda Houston,Female,India,None,Human Resource,65940.47,213-53-3681,63,45
3975,Dr. Benjamin Vincent,Male,USA,"Mandarin, Arabic",Administrative,53575.1,126-31-2046,66,47
3976,Robert Huber,Female,USA,Mandarin,Operations,75346.1,143-93-7991,32,14
3977,Nicholas Hernandez,Female,Philippines,"Arabic, Arabic",Product,122015.99,434-07-9857,43,21
3978,Rebecca Martin,Male,China,Arabic,Product,61285.75,248-91-7666,65,43
3979,Tracey Young,Female,USA,Mandarin,Human Resource,95355.31,758-54-0081,60,41
3980,Denise Adkins,Male,USA,Hindi,I/T,124470.03,660-20-5896,51,30
3981,Anthony Smith,Female,China,Hindi,Operations,74396.21,472-59-2922,53,35
3982,Jennifer Stewart,Female,India,None,Product,56351.7,837-26-4014,61,40
3983,Sarah Ford,Male,China,Spanish,Operations,133983.04,176-69-2900,34,13
3984,Maureen Benjamin,Male,USA,"Arabic, Hindi",Human Resource,86459.03,044-09-6501,52,30
3985,Richard Reed,Male,USA,Hindi,Administrative,103235.64,594-91-5351,25,5
3986,Mrs. Barbara Wood,Female,USA,Arabic,Operations,76518.1,820-57-3708,29,7
3987,Rebecca Romero,Male,Taiwan,None,Legal,143263.34,322-65-4390,39,20
3988,Christina Jacobs,Male,USA,"Spanish, Mandarin",Finance,84001.42,688-51-5335,66,47
3989,Thomas Mckenzie,Male,USA,"Arabic, Spanish",Product,49144.41,116-79-3869,54,36
3990,Michael Hodges,Female,USA,"Hindi, French",Finance,81297.74,606-23-4683,51,30
3991,Ronald Combs Jr.,Female,USA,French,Marketing,79828.0,628-21-9468,28,9
3992,Rhonda Williams,Female,USA,Mandarin,Legal,101388.3,564-17-0541,56,34
3993,Taylor Long,Female,USA,None,Product,61032.12,293-72-3972,46,28
3994,Joshua Griffin DDS,Male,USA,"Spanish, Mandarin",Administrative,110420.81,139-43-1792,60,41
3995,Joan Gonzales,Female,USA,None,Administrative,88587.63,815-81-7546,33,13
3996,Penny Harris,Male,USA,Arabic,I/T,79532.76,893-12-5671,49,28
3997,George Middleton,Female,USA,None,Marketing,116958.58,310-89-3177,62,40
3998,Jack Spencer,Male,USA,None,Operations,121421.84,773-90-0949,38,20
3999,Robert Jackson,Female,USA,"Spanish, French",Sales,53930.05,659-24-2854,44,26
4000,Robert Johnson,Female,USA,Arabic,Operations,73353.31,864-41-2375,57,39
4001,Marilyn Walker,Male,China,None,Operations,43672.03,030-05-7070,33,12
4002,Andrea Doyle,Male,Canada,French,Product,130262.79,424-11-3122,56,38
4003,Cheryl Powell,Female,USA,None,Product,133835.52,718-52-3937,39,17
4004,Sara White,Male,USA,"Arabic, Mandarin",Operations,156856.77,232-86-9934,35,14
4005,Jennifer Martin,Female,USA,Hindi,Operations,111649.63,561-36-2007,46,27
4006,Michael Dixon,Male,Mexico,"Spanish, Mandarin",Product,95309.07,717-82-4817,34,15
4007,Michael Stephens,Male,India,"Arabic, Spanish",Human Resource,90707.82,358-70-5742,37,18
4008,Alison Garcia,Male,USA,None,Human Resource,150582.74,838-96-4875,66,48
4009,Lauren Kennedy,Male,South Korea,Spanish,Operations,108005.65,880-29-0024,69,49
4010,Brent Lewis,Male,USA,None,Sales,42582.43,198-01-7667,52,33
4011,Joseph Taylor,Male,India,None,Administrative,153528.77,064-25-1889,42,24
4012,Sandra Cortez,Female,USA,Hindi,Human Resource,57951.64,540-80-2143,45,27
4013,Amy Banks,Male,India,Spanish,I/T,54771.48,475-97-0788,37,17
4014,Edward Jackson,Female,USA,None,Product,119141.94,075-63-7893,66,47
4015,Ian Spears,Female,Philippines,"Arabic, Hindi",Sales,117250.3,062-13-5420,57,35
4016,Nicholas Wolf,Male,China,"Mandarin, French",Marketing,155332.86,196-29-7763,62,42
4017,Joseph Foley,Male,USA,Mandarin,Product,90439.63,191-51-3717,48,29
4018,Carlos Becker,Female,China,Arabic,Administrative,80614.9,785-67-5695,61,43
4019,Anthony Johnson,Male,India,"Spanish, French",I/T,157315.46,775-18-2753,50,29
4020,Jennifer Arnold,Male,China,"French, Spanish",Product,150810.56,316-58-1680,47,28
4021,Jeremy Giles,Male,Mexico,Hindi,Product,153384.62,796-96-2980,48,30
4022,David Ford,Male,USA,"Hindi, Mandarin",Administrative,109645.42,609-44-5199,53,34
4023,Donald Hunt,Male,USA,None,Product,138218.24,067-85-2101,33,14
4024,Christopher Davis,Male,India,None,Operations,85787.4,216-01-9139,24,2
4025,Emily Johnston,Female,South Korea,None,Operations,137900.67,572-48-4491,52,31
4026,Amanda Barnes,Male,USA,None,Product,44034.35,086-26-0120,25,6
4027,Timothy Moore,Male,USA,"Mandarin, Arabic",Product,135306.81,539-31-1904,68,46
4028,Richard Sanchez,Male,USA,"Hindi, Hindi",Operations,83996.82,623-65-3732,27,9
4029,Cory Collins,Male,Canada,None,Product,69619.78,710-40-0826,40,22
4030,Eric Leonard,Male,USA,"Mandarin, Spanish",I/T,112116.76,564-55-1240,51,29
4031,Lisa Edwards,Male,Mexico,Hindi,Human Resource,101671.28,246-53-9733,61,43
4032,Wayne Fuller,Male,USA,None,Product,78912.85,488-66-7216,55,35
4033,James Vasquez,Female,USA,"Arabic, Arabic",Product,121998.53,503-64-5458,66,47
4034,Crystal Chang,Male,India,None,I/T,58267.56,143-49-4705,44,23
4035,Kathryn Cochran,Male,USA,French,Product,49954.52,698-35-9810,26,6
4036,Tasha Cruz,Female,USA,"Arabic, Arabic",Sales,142727.95,844-07-2177,57,35
4037,Andrew Schneider,Male,India,None,Operations,57074.9,764-50-7966,35,17
4038,Chris Rowe,Female,Canada,None,Human Resource,152474.76,478-22-3013,64,45
4039,Ashley Walker,Female,India,"Mandarin, Mandarin",Marketing,136854.64,038-69-4069,50,29
4040,Catherine Thornton,Female,USA,Hindi,Finance,153417.12,325-40-3513,55,35
4041,Teresa Smith,Male,India,Spanish,Human Resource,122359.72,173-48-2489,26,6
4042,Andrew Ritter,Male,China,Mandarin,Sales,145186.02,627-57-9074,49,31
4043,Albert Duncan Jr.,Female,India,"French, Hindi",Operations,159079.61,658-62-5996,25,5
4044,Gabrielle Bradshaw,Female,USA,"French, Arabic",Sales,107584.65,669-80-7013,24,5
4045,Jeremy Moore,Male,USA,"Arabic, Arabic",I/T,136552.74,493-53-4396,62,41
4046,Stephanie Brown,Female,USA,"French, French",Sales,121716.2,834-69-3057,38,18
4047,Ronnie Ware,Female,USA,Arabic,Product,150274.06,758-32-2119,64,42
4048,Kelly Snyder,Female,USA,"French, Spanish",I/T,50752.51,828-70-7335,27,6
4049,Robert Dunn,Male,USA,French,I/T,154939.69,117-84-2478,44,24
4050,Leslie Morris,Male,USA,Arabic,Operations,90858.37,444-78-2600,42,21
4051,Michael Smith,Female,China,French,Human Resource,94804.6,214-38-8668,39,18
4052,Jennifer Weaver,Male,Canada,None,Sales,70130.46,058-98-0489,40,18
4053,Benjamin Phillips,Male,India,"Hindi, Mandarin",Operations,74835.86,441-96-3586,34,16
4054,Taylor Martin,Male,USA,None,I/T,63051.94,326-22-2885,32,14
4055,Thomas Bradshaw,Male,China,Mandarin,Human Resource,47552.67,809-43-7807,55,36
4056,Jessica Hess,Male,Canada,"Mandarin, Mandarin",Administrative,132661.74,888-83-7837,27,6
4057,Toni Miller,Male,USA,Spanish,Human Resource,126340.16,868-38-0981,47,28
4058,Henry Holt,Male,India,None,Operations,132562.47,349-53-7297,30,12
4059,Dr. Mariah Bell,Male,USA,Mandarin,Sales,135393.23,481-79-7425,46,27
4060,Marissa Luna,Male,USA,Arabic,Operations,75000.51,540-93-8914,51,31
4061,Joshua Henderson,Female,USA,Arabic,Finance,128566.59,778-61-9320,58,39
4062,Jason Anderson,Male,USA,Mandarin,Product,114206.52,323-07-1768,25,7
4063,Michael Hudson,Female,USA,None,Product,116351.03,724-97-7418,69,48
4064,Matthew Shaw,Male,India,"French, Hindi",Product,143506.09,762-15-0621,61,42
4065,Rachel Tucker,Male,India,Spanish,Legal,152019.48,022-94-2969,40,22
4066,Tiffany Mathews,Male,India,Hindi,Sales,78443.24,528-05-9892,50,30
4067,Scott Perez,Female,China,"Spanish, Spanish",Operations,80481.19,148-09-6241,62,40
4068,Andrew Sexton,Female,USA,None,Operations,64231.29,243-36-3728,67,48
4069,Lucas Barrera,Male,USA,Spanish,Operations,149761.46,300-63-3853,33,12
4070,Regina Green,Male,USA,None,Sales,88348.14,136-79-0862,52,32
4071,Heather Macdonald,Female,USA,None,Human Resource,107408.11,007-77-1375,34,15
4072,David Russell,Male,USA,"Hindi, French",I/T,56715.23,408-73-5385,29,8
4073,Steven Murphy,Female,USA,"Hindi, Hindi",I/T,146673.94,009-91-1563,31,11
4074,Hannah Jones,Male,China,French,Marketing,71195.83,147-75-5157,37,19
4075,Christopher Morris,Female,USA,None,Administrative,147641.06,303-10-3356,32,11
4076,Diana Evans,Male,India,Arabic,Product,43449.31,708-34-3106,66,45
4077,Brian Watson,Male,Canada,Mandarin,Administrative,125723.92,160-52-6799,55,33
4078,Stanley Gaines,Female,USA,"Hindi, French",Legal,121623.98,142-03-2623,59,38
4079,Noah Whitehead,Male,USA,"French, French",I/T,142452.54,084-60-4371,45,24
4080,Craig Sanders,Female,China,"Mandarin, Spanish",Legal,108831.92,168-20-3428,32,13
4081,Jessica Santos,Female,USA,"French, Arabic",Product,53853.16,448-75-4625,54,36
4082,Morgan Murphy,Male,USA,"Mandarin, French",Operations,86025.72,128-35-5080,55,37
4083,Lee Gonzalez,Male,USA,"Spanish, Hindi",Operations,104751.48,399-42-2266,61,40
4084,Maria Gates,Female,USA,None,Operations,141066.47,226-87-2923,61,41
4085,Adam Huff,Female,India,"French, Hindi",Finance,77046.71,364-60-7945,36,16
4086,Daniel Cook,Female,USA,None,Human Resource,129440.78,163-22-3153,53,34
4087,Amanda Allen,Male,Philippines,French,Sales,127057.21,420-13-7193,38,17
4088,Lisa Chase,Female,USA,"Mandarin, French",Marketing,52755.74,287-27-4043,25,7
4089,Lauren Madden,Male,Canada,None,Product,123731.75,793-23-1238,25,7
4090,Margaret Romero,Female,USA,"French, Mandarin",I/T,75950.61,286-99-2313,60,42
4091,Samantha King,Male,USA,Mandarin,Operations,156234.35,382-22-7755,40,21
4092,Denise Valencia,Female,India,French,Legal,103649.44,787-39-8724,46,25
4093,Jennifer Oneill,Female,China,Mandarin,Sales,113962.0,483-55-3409,58,38
4094,Amy Kelly,Male,USA,Arabic,Product,72450.92,122-77-3891,64,45
4095,Mary Reynolds,Female,India,None,Sales,105166.18,898-05-9879,60,39
4096,Gary Pierce,Male,USA,None,Operations,155970.21,782-77-4929,48,30
4097,Lynn Garrett,Female,USA,Arabic,Operations,54799.23,478-71-7818,36,15
4098,Charles Thomas Jr.,Male,India,"Spanish, Hindi",Marketing,80005.61,108-33-0244,35,14
4099,Roberto Dudley,Male,India,None,Operations,140170.54,817-69-6082,39,21
4100,Steven Hudson,Male,USA,Spanish,Operations,53682.88,531-54-7139,62,43
4101,Patricia Snyder,Female,China,"Hindi, Spanish",Finance,110836.49,496-09-4381,69,50
4102,Darrell Moran,Female,USA,"French, Hindi",Finance,76537.61,592-22-3187,62,41
4103,John Rogers,Female,India,"Arabic, Mandarin",Marketing,57035.67,442-14-1827,49,29
4104,Jennifer Nichols,Male,USA,None,Operations,127138.29,776-01-5156,37,18
4105,Samuel Watson,Male,USA,French,Administrative,80319.8,228-08-8082,25,5
4106,Jeffery Riddle,Male,Philippines,"Arabic, Hindi",Marketing,141081.2,238-92-4562,66,44
4107,Robert Franklin,Female,USA,Mandarin,Administrative,79036.03,714-72-0645,47,25
4108,Brittany Smith,Male,USA,"Hindi, Arabic",Marketing,52825.84,116-90-4018,48,27
4109,Christine White,Male,USA,"Spanish, Mandarin",I/T,139609.21,464-39-9921,56,35
4110,Richard Carroll MD,Female,USA,None,Sales,159386.05,790-57-7972,59,40
4111,Connie Perry,Male,China,"Hindi, Spanish",Sales,104280.53,095-37-0664,55,34
4112,Scott Weiss,Female,USA,Arabic,Operations,157185.77,732-43-0844,37,19
4113,Ian Martinez,Female,China,"Hindi, Mandarin",Product,66443.63,100-55-2949,59,37
4114,Mary West,Male,China,Hindi,Operations,121285.66,248-42-8959,64,44
4115,Christina Brewer,Female,Taiwan,Spanish,Product,44876.34,189-15-5895,68,47
4116,John Pratt,Male,Canada,Mandarin,Administrative,100100.02,714-34-3116,33,13
4117,Denise Sullivan,Male,India,Mandarin,Finance,122440.79,168-22-5707,36,17
4118,John Pacheco,Male,India,Mandarin,Marketing,45570.34,211-15-0057,52,34
4119,Timothy Gomez,Male,USA,"Spanish, Spanish",Finance,114573.79,638-11-1445,69,51
4120,Kathleen Nichols,Female,USA,Mandarin,Operations,129146.42,514-34-6427,41,21
4121,Maria Santiago,Male,USA,"French, French",Marketing,55305.53,457-49-3191,68,49
4122,Jason Frank,Male,China,Mandarin,Marketing,76227.11,793-41-1685,27,7
4123,Justin Ferguson,Male,USA,"Mandarin, Arabic",Human Resource,67707.94,330-80-7483,51,32
4124,Stacey Mullins,Male,USA,"Spanish, Hindi",Legal,119114.28,797-35-4261,43,21
4125,Kelly Salas,Male,USA,"Hindi, Hindi",Legal,108582.61,178-23-6881,44,24
4126,Alice Quinn,Female,India,None,Operations,99366.8,179-18-0462,44,22
4127,Mr. Gregory Alvarado,Male,USA,None,Product,42321.2,806-06-3105,57,36
4128,Elizabeth Rodriguez,Male,USA,None,Finance,146034.01,354-41-6642,24,4
4129,Michael Anderson,Male,USA,Hindi,Finance,158313.47,230-17-3087,58,38
4130,Eric Wright,Female,India,French,I/T,99387.84,506-93-2657,52,31
4131,Matthew Deleon,Male,USA,"Hindi, Spanish",Product,127369.12,467-06-0127,34,16
4132,Jessica Brown,Male,USA,None,Operations,120799.62,277-70-1118,50,29
4133,Curtis Kaiser,Male,India,"Hindi, French",I/T,42584.15,763-76-0866,67,48
4134,Brian Garcia,Female,India,"Hindi, French",Operations,73287.97,211-17-1317,29,8
4135,Dr. Nicole Gomez,Male,USA,None,Human Resource,71645.47,885-92-4399,37,16
4136,Alexander Sherman,Female,USA,"Spanish, French",Administrative,44099.66,104-32-3161,50,32
4137,Taylor Nichols,Male,USA,"Mandarin, French",Legal,155467.97,440-55-3248,59,38
4138,Ian Herrera,Male,USA,"Spanish, Arabic",Operations,156963.84,676-47-2288,41,23
4139,Gloria Gibson,Female,USA,None,Legal,52772.32,687-12-2592,30,8
4140,Cassandra Cardenas,Female,India,Arabic,Sales,101593.86,862-68-5225,24,4
4141,Robert Martinez,Female,USA,None,Human Resource,139835.11,401-95-6215,56,35
4142,Tina Brown,Female,USA,None,Operations,62906.76,437-21-6667,64,42
4143,Stephanie Wright,Female,USA,None,I/T,141653.55,135-97-6473,24,4
4144,Vickie Colon,Female,USA,"Hindi, French",Operations,130474.17,462-32-8092,31,13
4145,Paul Oneill,Female,China,Mandarin,Sales,124247.76,798-85-5377,66,44
4146,Samuel Kelly,Male,USA,"Mandarin, Spanish",Sales,72175.12,530-29-0987,40,18
4147,John Murray,Female,USA,None,Sales,45410.13,089-84-7122,67,48
4148,Dawn Russell,Male,China,None,Product,148267.68,184-64-6532,68,46
4149,Colton Avila,Male,Canada,"Spanish, Spanish",Administrative,143449.58,852-08-5194,64,46
4150,Frank Mueller,Female,USA,None,Sales,60959.6,408-03-4529,54,33
4151,Robert Thomas,Female,USA,Mandarin,Operations,121351.85,193-14-4400,62,44
4152,Sherry Middleton,Female,USA,"Arabic, Hindi",Product,96415.88,877-75-8905,35,14
4153,Hailey Avila,Female,USA,Hindi,Operations,126046.4,058-43-5163,40,22
4154,Angela Lowery,Female,India,"Mandarin, Mandarin",Administrative,58961.07,778-65-7930,42,21
4155,Francis Payne Jr.,Female,USA,"Mandarin, Arabic",Product,140926.28,641-54-5598,39,20
4156,Kimberly White,Male,USA,None,Product,125188.99,260-02-9749,38,19
4157,Thomas Chavez,Male,China,"Arabic, French",Product,90907.25,853-09-5768,36,18
4158,Adam Williams,Male,USA,None,Product,102181.19,505-88-0736,38,19
4159,Kenneth Sanchez,Female,USA,None,Operations,61919.79,833-54-0221,26,5
4160,Jeffrey Obrien,Female,USA,None,Administrative,41476.01,064-09-2207,67,46
4161,Dawn Khan,Male,USA,"Spanish, Hindi",Marketing,107272.85,025-21-5247,55,36
4162,Brent Jordan,Female,USA,"Mandarin, Mandarin",Operations,138655.71,318-24-8892,41,23
4163,Dominique Kennedy,Male,USA,"Hindi, Hindi",I/T,43992.69,763-21-6584,61,41
4164,Paul Kidd,Female,USA,None,I/T,158892.9,336-71-1207,32,12
4165,Kenneth Smith,Male,USA,Arabic,Operations,51822.36,761-63-6140,56,36
4166,Jose Mclean,Female,India,"French, Mandarin",Marketing,70772.54,561-36-8141,38,19
4167,Amanda Miller,Female,USA,None,I/T,46131.51,061-30-5373,64,45
4168,Evan Soto,Male,USA,"Arabic, Hindi",Marketing,85921.39,451-60-6509,47,26
4169,David Ayala,Male,USA,None,Sales,144862.24,129-37-4136,35,16
4170,Janice Montgomery,Male,India,None,Product,113227.52,533-23-2256,58,40
4171,David Lopez,Female,USA,"Hindi, Spanish",Marketing,139349.1,736-28-1188,61,43
4172,Lynn Stewart,Male,India,None,Legal,136726.97,078-55-6898,68,50
4173,Samantha Mcneil,Female,USA,None,Operations,124703.91,446-34-3167,47,29
4174,Andrea Young,Male,India,French,Product,73727.14,744-06-4815,50,29
4175,Mary Green,Male,USA,None,Sales,149290.22,232-78-8904,24,4
4176,Ricky Hodge,Male,India,None,Product,132710.4,184-56-0605,29,8
4177,Whitney Smith,Female,USA,Hindi,Administrative,157734.12,736-21-7200,51,31
4178,Amanda Santos,Male,USA,None,Operations,64763.56,440-06-7027,25,3
4179,Jeffrey Johnson,Male,China,Arabic,Product,67245.36,618-28-2541,57,36
4180,Christopher Duffy,Male,USA,"Spanish, Arabic",Legal,117432.34,074-62-7989,40,22
4181,Marc Bowman,Female,USA,"Mandarin, French",Legal,118592.86,066-41-3522,39,19
4182,Keith Pierce,Male,India,None,Operations,126269.37,284-96-4851,41,21
4183,Brandy Taylor,Male,China,Mandarin,I/T,82649.25,143-87-5614,68,50
4184,Paul Baker,Female,USA,None,Operations,53137.89,655-07-8432,25,6
4185,Christy Davis,Male,India,"Arabic, Mandarin",Product,130785.31,825-09-0790,64,46
4186,Dylan Kim,Male,China,None,Sales,57661.7,880-32-5466,36,14
4187,Timothy Richardson,Female,USA,Hindi,Operations,138868.35,537-86-7041,62,44
4188,Anne Vazquez,Female,Taiwan,Spanish,I/T,157478.03,073-36-6445,54,35
4189,Emma Taylor,Female,Philippines,None,Product,56335.79,601-98-5218,67,46
4190,Jennifer Miller,Female,USA,Spanish,I/T,83475.14,619-06-1178,45,24
4191,John Hoffman,Male,China,Hindi,Administrative,148577.41,865-14-9041,53,35
4192,Joseph Summers,Male,USA,None,Marketing,109151.88,070-67-5112,30,10
4193,Nathan Haley,Female,Canada,None,Sales,76112.27,425-20-8577,49,31
4194,Jennifer Snyder,Female,China,"Spanish, Arabic",Marketing,70934.71,136-38-9485,46,24
4195,Debra Bray,Female,USA,"Mandarin, Arabic",Sales,84647.44,287-10-9205,62,41
4196,Ashley Foster,Female,China,"Arabic, French",Product,122057.72,777-91-0572,60,41
4197,Jennifer Bell,Male,USA,Spanish,Product,104755.49,805-78-4826,37,15
4198,Jimmy Fowler,Female,USA,Hindi,Administrative,62324.63,690-43-8187,28,9
4199,Lori Wilson,Male,USA,French,Operations,127899.82,518-32-4174,51,29
4200,Paige Lara,Male,USA,None,Administrative,101989.96,296-29-5805,47,29
4201,Michael Williams MD,Male,China,None,Operations,119592.04,117-38-7999,26,7
4202,Katherine Welch,Male,Philippines,Arabic,Legal,136658.38,853-13-7153,32,10
4203,Jordan Rodriguez,Male,China,Mandarin,Operations,122015.3,561-68-3300,48,26
4204,Phyllis Gomez,Male,USA,"Mandarin, French",Administrative,122090.4,085-56-4914,48,30
4205,Francisco Abbott,Female,India,Mandarin,Legal,66927.64,196-71-2909,29,8
4206,Mackenzie Mcintyre,Male,India,French,Operations,148844.39,647-36-3058,64,46
4207,Virginia Brown,Male,USA,Mandarin,Administrative,80817.33,058-05-6291,38,18
4208,Thomas Burke,Male,USA,"Mandarin, French",Product,52815.74,111-11-8066,69,50
4209,Rebecca Johnson,Female,India,"Arabic, Spanish",I/T,92815.07,377-13-8579,40,18
4210,Mariah Giles,Male,USA,None,Administrative,137355.28,095-95-1652,54,34
4211,Jackie Pope MD,Male,India,None,I/T,132439.42,335-19-0147,55,33
4212,Justin Graham,Female,USA,None,I/T,149584.08,051-92-0512,24,2
4213,Scott Larsen,Male,USA,None,Administrative,137091.85,256-73-6091,44,24
4214,Jeff Brown,Male,USA,"French, Spanish",Legal,132695.8,552-21-2214,42,22
4215,Heather Reid,Female,USA,Arabic,Human Resource,79830.54,656-15-8612,66,47
4216,Chase Sanford,Male,USA,Arabic,Operations,84392.38,313-12-9995,58,36
4217,Alexandria Robinson,Male,USA,Spanish,Marketing,130269.28,871-91-2400,51,29
4218,Stephanie Powell,Female,USA,Hindi,Operations,90233.7,310-76-4484,60,41
4219,Robert Brown,Female,USA,Arabic,Operations,102846.19,724-10-9646,49,29
4220,Darryl Moore,Female,USA,"Hindi, Hindi",Administrative,97333.47,098-91-0535,47,28
4221,Thomas Avila,Male,China,None,Operations,123754.46,091-20-9351,44,26
4222,Courtney Lopez,Male,India,"Mandarin, Hindi",Marketing,64433.91,086-21-1009,54,32
4223,Jeffrey Webb,Female,USA,Mandarin,Human Resource,40252.74,158-45-3816,68,46
4224,Jennifer Smith,Female,USA,French,I/T,146434.35,681-66-2115,26,5
4225,Samantha Russell,Female,USA,None,Marketing,86329.37,772-41-4101,40,20
4226,Craig Hoover,Male,Philippines,None,Operations,137184.9,306-20-9057,62,41
4227,Andrew Valentine,Female,USA,Hindi,I/T,117372.25,443-58-8528,36,15
4228,Jason Walker,Female,USA,None,Legal,45377.88,655-44-4328,61,41
4229,Rhonda Pierce,Male,USA,None,Sales,145250.5,072-82-4824,62,43
4230,Mr. Michael Horton,Female,USA,Hindi,Operations,48001.34,090-56-7177,59,40
4231,Omar Carter,Male,USA,None,I/T,120257.82,549-72-7325,52,32
4232,Tanya Salazar,Male,USA,"Mandarin, French",Product,131987.0,236-87-0201,59,38
4233,Greg Holmes,Female,USA,"Arabic, Spanish",Administrative,80485.3,377-64-4057,56,35
4234,Amanda Lyons,Female,USA,None,Operations,46348.58,403-66-3708,60,40
4235,Elizabeth Benson,Female,USA,None,Administrative,148618.24,436-45-0246,31,10
4236,Xavier Davis,Female,India,Hindi,Operations,142013.37,283-88-5261,62,44
4237,Lisa Fisher,Female,USA,"Arabic, French",Product,93368.61,715-35-4915,29,8
4238,Kenneth Dominguez,Male,USA,Mandarin,Human Resource,157276.58,381-44-0321,25,6
4239,Brian Ford,Female,Canada,French,Administrative,73536.49,557-43-0211,59,37
4240,Lisa Burch DDS,Male,USA,Arabic,Product,147247.5,858-10-3087,56,34
4241,Daniel Watson,Female,South Korea,Mandarin,I/T,45860.56,487-52-4425,42,21
4242,Joseph Roberson,Male,USA,None,Product,93813.68,108-62-2332,64,42
4243,Chelsea Anderson,Male,China,None,Human Resource,154102.06,540-24-4010,58,39
4244,Erica Henry,Male,USA,Spanish,Marketing,126153.85,105-82-0824,35,16
4245,Tammy Aguilar,Female,China,None,Operations,93190.69,316-02-3550,50,30
4246,Daniel Hill,Male,India,None,Operations,136454.51,567-75-7488,61,40
4247,James Rogers,Male,USA,"Mandarin, French",Administrative,148199.47,457-03-8503,45,26
4248,Derek Johnson,Female,USA,None,Operations,128763.67,890-32-1623,68,47
4249,Ann Vargas,Male,USA,French,Sales,95063.49,327-16-6049,64,42
4250,John Long,Female,India,"Spanish, Mandarin",Sales,88282.54,153-66-3532,29,11
4251,Timothy Warren,Male,USA,"Arabic, French",Marketing,93615.22,114-51-1366,56,35
4252,Anne Smith,Male,China,None,Finance,118819.35,287-35-6347,59,39
4253,John Combs,Female,USA,None,Product,45893.01,762-88-7212,60,40
4254,Nicole Wall,Female,India,None,Sales,95775.12,606-02-8147,58,40
4255,Dawn Kelley,Male,USA,Spanish,Sales,128817.88,135-91-5294,39,18
4256,Bruce Rubio,Male,USA,None,Product,60761.06,769-62-3533,25,7
4257,Christine Ballard,Male,China,"Hindi, Arabic",Administrative,98540.37,023-33-8819,35,15
4258,Maureen Carroll,Female,Philippines,"French, French",Human Resource,64035.2,640-76-6631,66,48
4259,David Reed,Male,USA,None,Product,151108.64,491-13-8045,45,27
4260,Ashley Stewart,Male,USA,Mandarin,Administrative,66310.93,529-29-9370,64,42
4261,Richard Perkins,Male,USA,None,Product,87238.45,064-06-8502,57,37
4262,Monique Molina,Female,India,"Hindi, Hindi",I/T,103757.33,584-98-9485,48,29
4263,Sharon Rodriguez,Male,USA,"French, Hindi",Product,112187.18,482-38-7665,44,22
4264,Matthew Allen,Female,USA,None,Sales,92679.82,358-99-7445,67,48
4265,Morgan Thomas,Male,China,None,Finance,133793.86,578-62-8702,39,19
4266,Raven Lopez,Male,India,Mandarin,Product,119797.31,773-57-8012,58,39
4267,Mark Knight,Female,USA,"Arabic, Mandarin",Operations,97107.55,385-12-1328,51,33
4268,Ryan Leonard,Male,USA,None,Operations,157457.03,854-90-5863,61,40
4269,Emily Franco MD,Male,USA,None,Operations,135285.18,370-26-9620,31,12
4270,Stephanie Shaffer,Female,China,Spanish,Administrative,136847.46,158-60-5869,49,27
4271,Kelly Kim,Male,Philippines,"French, Spanish",Administrative,125545.09,400-87-2861,44,25
